user_id,user_name,password,address,wine_type,bold,tannic,sweet,acidic,embeddings
561,dclapsonw,66hIr6I12q,½Ö¾Ïµ¿,White,0.6,0.1,0.2,0.8,J*G>)3afX&0<~Pfl7R-lXv7%5XiF+UuorhfKA~Vg8hxfe6$JD?Ga17_=;?~T`%wizY|@H9ZVKB!6S`|ZR+?@<s;(YCR4^vLt650D;~mgH?Qh;aqoAWc>r93}w$K1SC}Q|Nx>%<_unoAsDwx|oGQ|-;RlO=e@-cEgTnvf72)c<s#Vq7M(q*B)<pSe9`b?_7SiNe$=F|~A-GtCTg-ZcI&@)-T{`NsW(%uEXpl#(os(NWa?(f;Xch?9%t;!2ND7zCtCXNn1mNNuEL)8{Q=1OortI7Ag@h2L;);F0xR(<0?hCw#J-C!BNi^wfMHYmzI-vz5b_RvkgWr9<`OCIGua7)#`NtHIgwvEm|k#-<ILi$xd1tpd~!6Jgc%@`rS^1=zfz3tCEp8+2|dJlp>^5w$6#aWF$Dz5uKV$DxKE&_r-z~NOtp6w1luY4)LijSr~`({BuVs%D8lO18dXE3upfMa97&7@Gj+tdR<zIl;8IfTYPN<^)`2IS~IO^#zfu6|X&3V6Rhgl>($HcWWGWBVaL0t#%u8+Z^tlf$n+1@UaZOLwn7a~cgj0IB0W#>MqNlWp`q?yNDts``{Yoh2E+|1YUORwq(GPU&JkS{qNl{zTKhdIP6Foo!UV-#v)G)8U@KiJc?AR+NlCV%8hJ#V6Q5x3LmHlLPiY08;=!C9L+oudGGCwos)#m#nlu(=tfEZHJ#f&CZ}dpRTpO)rl^@9E-_6RlG<)#&x>BrhBlz9_BW^@UpEw%A~+QvuMD+!$4m@wgMMF?m4x;{tTDBmcNw0R*4-zGqq(v9C)z411Nt#i_?9-|DcFJFtN2i8Wq95AR75SXN0Ie2J8wyno_7g&b>ar%bf8)m_~EInz4vKV^4NJ=lh{PldcCqUS8xsMg|<erS4Hb4XzixJr<=un1ndLUR<s}!g@--tec#__UUXtMqY70hJNEeQU-uODo0j7ZOer|Yx#XYe%1g!wSG=OmTQl{O}rPsniV_0>b)bs5Mt22E2<*D)4Hs`3Y1(vCc9(5@-}Ke_-c<nVhA!nS^>g8w2m>qUAd3H8<cRr`pxvdsjCk^=(1rx?T;fqqvYMcI+jSkB)JekRl<M2N-VrTh#XBo$U`|k+29mDc8dHxCCQyWwq&3`o{@b&_PvL{F84~mQ6|5=K+%W1jmBlaN4*xmT6hw_GkW4a$|CMRN8p6N6>l3r|64)7Pu_|?`vzh^);R`0F7dIyLoHIjZBqBXBU)EIbi*t_@Pt9XW?v{kFtqHxs0#x>(O4M2evR`#zt0apZG%6*-r$_Sm1-tG^F|&%JwhM9
562,cschurickex,W3snscrX0D,½Ö¾Ïµ¿,White,0.6,0,1,0.3,?L$w$t^s4eqZe7f`#Ao-8=57*yMHG@$fs~W)yjlFD*moN@wFB|qCUMpgJ5^R_|pbJGcAlidWh~n1Fdd9dJAqpEw7b6d$=CIZXH6u1s1hGcIFd4x-6?bAjqdbJ4)g{`gHa_PEyW4dNi)TyY9$7)qXNRHPIzNq$P(wfbM(0Y<-tM9@^zUwy2oD6&<rZUcH~cW&}LH*inf+wbI-_D9PeKB?4o=3Rti`zLM&`@(c<;2B%~|JS#*#{L&adEn1&FEw2<n<<{*zu0#hwp3WLTYK{6mn6`U8-bV+&<vrOx#k2H3%0dah2p<){qU(M?-W0SxlNz!=7^_XcwM$LEv{pYq*46yJ9%Vzn(s|84BU~Oo9b1b(>c-MOMJRy3L-7{B=#L%08WK7@roy*9a$Jl*rpmLw?Et7g>L~v|a|K>Mt#WlgNY86OO|f7<QideI@&|ytLcd2pa3_pEp!H_I%_VX@c3x?}PFgI#Fkt;Z4ejeb?H0yAT(<+iuQ*CSHdlH-2JTV6SvsOVXJdiC1iDAR!<F<t3%7v38b7c-9&WrpxSm$OQ23@l^B{FR9cD8=&W-^<8VXfE9@RO&<^~2m!w4k5YuTeeLmW>)UGR)PC00bgulNDK2H&VZvQt~X$Vr30W<Z|5k9`=wnca&&ibNm2g1FZ|D>WBD@HhECLu~;-o}LlE=Zz%4FCz*+yYaL?5dAE_4OhWGZP2AZ72Nf{_n$kz<gCm;hDw4zIx4olBIl;Rl^moyGT5m;v!m5N9-7v^^8-OYY8weZSBbH|4#+z_T-ct!CE*%C!zpG!cm$ii_8)OS!di&G!(3lKyiK$}fUD!aI=EjwWsAc;DYg?o?9Z-0Jh(Z(t4{SlE`5T(@C%PWMMiT!s5#s|xR41z*oxgh_=F3;tf50b{ce)I@NC0BBPcw-E<L$F&YV@h3sIE6SPo=A`s#r{dd&VmtDufQe%Dn$y8&=M;BSmS@vKHYGs#Xs&Eki@lJp<HHLyazZmk%<PBI3+dGrIn9)O#_Q#tuQFeq2QbB<p>c0Ncxx8oW=Fw?$2=HnK>7-^5cSiWw*KL^LY@T(g?t53~6h9&7fVC2ldiWyJ8eY6lj+X;cc13be&>mf@(<3d(GUg;%1vrKS2n|JO$T2!e&yKsO%ViAeIV;W1p6ndGxuDv+DrNUjmW*FDLnKu)^bqWeUQpM&!wn{+1BbFIJK6gC7KwOJHT9sixX5tt>gPoPX!a+{II?E8h*l$xkw8tz!E*nC>dcG<^U9qaZl<glsP9YS(NJsNONTMP?n}$8V-V2<+$EO!Rt1Z_)R;}{B
563,lvitally,UA7OZ2uLxtj,¿À·æµ¿,White,0.5,0.1,0.5,0.7,D_u^%y=!~F=#gB%SH}RqHiIR<9D*o7XeMqyjf`MFjW4D@RkHLxcss*C*HMkX>)!=HVI7P=+g;v2t?Y0=4lQm!im3!YCFm-@M8-tFlBmZ&?netg#js624GxMwX?6lXAZYkLnxv{fj%u~PwWHrYg{B@qD`Y7^d#qkQ<AH|1a&nA6vZdxfq79(Gl{nKqJW#E_=DcOUjms=Ob*<Asnm74BTRvF7`ZPg4<&*!u=8pG1tEp%})U~O-I7JRWijxUGowO7{5-<-w#^eM*M==>d@Hsp_ayX4VR+$&S-XyR-QrYG|$kRH%0Ph#Sx`a7DvKq@ij4iM~0|rvR%DPg&0O006b_MmmrOiFRW;@Y8)=D8ipdw>Gy>*;EGEsiNESny`Zpse7+Ty}JkV#ZM`3r+TH3!4LxVB|J^{D(m!hlpiKFEPTWj0(tYQhyiQsO7Spm<k4si8hUV}?sVRw-Y<$~J^O4TxpGkxxaxZ~_BB+_kViejCL<s72qt&sGCJ3L{@X<NsE_0z<(*nEQ{vTefw-g<}st-NAOhEGz;(zH6~R8=r5#gF~-B!e(kcP$33BCO-H-swD$IWkxf<iid<fbsieOF7By6qZ&~_Np?OyqhU(FAV=E1gG8r4GbvKP_sxvIFf*OMU-=@x(a?)OhqxcU!^ze^>R=Q=lcDuL2ATmt8o&R(t71RDTN*PylOD4_r+`AgMN*<ag4vos#^J%f@|P^XzDUYHUJOS+e(|}!&U~=HnhkorI@P8=ZcV&Dee}-0LYq-PaXlA5`vSDT<=Qd5p1z#FY*-vXog8LBkUyrr-Wh&B3qpXuElYeqk}kDBX!^yzQ-;Ysa>R~4$!!ro#CxMZF;P6fjRo&NLZy1YVxx*b`;2`*4#KuR+R6t&g~H`OL}DMmyE`U7@aE9G@OPv?2<ADzqGGK-z*$beQ_h;dV6SRFZSiV9h&1UxHY$lfz*$m1MD2w>ng@eFQ>4;8b<<5i#=(rg#+Mksd{sQZ*`XxA!$#h|wwNBjmYu1;0~>ojGc9YsJ<MD`GL(@%5gIK&6~)0ng>5arW(1PI*wt^ph}r4BHct~j0Eag|y}mp?L!I8g9nnU=&_@tJDoTF8$o#%PE0Rk<^`%@sVn8iE-mSbn`s}hkR`a4iz%zkA3*?8tdBjS;ea!*B@Ed2m(C1~plD!bW&fXEf4UN}6z?<zq_5*&uGEy2q&4fO`iyT-!bHHFfkj@A{?J=vr)tOVjZOZq)dTn7n4w@`L3dljf;3_CULR#v+LJtl<AmkUnd-3u=S#S|QA>Kp3cXgY;a|I<o;t5_pP>2`5
564,gclayez,ldEQfASO9p,½Ö¾Ïµ¿,White,0.6,0.1,0.6,0.8,m48jY^Ph6RzII)|1qS=R+Girat$ip!t4MM`Ek#^E!3?H9YS;HZqvgauP7aN~Y|REhb`Od_8*tq}qHuCQAU$$FTU`@BhA<z$mwZ9Lf+ER3o*@H1fW=}yf<=ix`w#LyiYoy>)oQ9gXMMK6$OGR#7P}umfW;|5z3g^Ail>IZEDVi5^{D4RP9LGaz8Bm*b26;I*dbrP3v?Gf5(?5k=-Kx_4N_9SGImKmn`;2SK+f?#c&unZ1*6EkzM2(3eE<bM=dlw&Uz#yK`iKNTs(2Vc9i3Y~v;4k0+!GbQ8hWfg0&eO*gS#-lkJ}f&N%uoPb^^gZUJtB4b=p$DLf}-tPLK0G_L}s*f=@fY!-CO2>)awg6MJw!lB<_KeGh=YD1;xs+9(pg7`UH3`^AGj@&1563fsEB9w2)@NYng3P*PPtP9uXqs3u@Py`3dLTDB;^dfab5izh!nP2N&J%8p{cH5Q3IvLa)@a<DVMrfUK~w#B_ZhULjWV@%Gz3Ns2n`rB4N!{=GQ>-@AnbQ6ug1-@**`h*WZdUkQY?cM=CbxX59bAD{U@nf++D%@5*tF8e)tNHjpnco>dv*a_sj@6hwu3H(u8aSyx3ZPLyHy%PhWH3y>`kdXqTK}j&NQ6+oo<NGfYOJ5XDNG>03h#_R!%-N%x+B>?s?Zcbkj(QxUP%E!9aQ?h?BP7WOS)q|I!&=ZFor?DVu`3f=y9Sy8n48@f0-`7IdIEAli*Z8iKM^2xoNV$-_aVqw%eONYQ?=jG8D$XN<UgZ5ZVwwt3tBB%NSF=^$423zI7Ww+oonf3R$MUb>4kHhO>OXlH__nu4%SEwyVOv@NL{ZC1agF&XW{BDkP>qv(`VqH3;!Pw!eA5>Vu0vR?~Ms4l=YpnjQ&2P*vtX*$N)N8VM^u%KW#ydeW*trqwvV$}p}!S=&m#n&FwhHK}Vqnon;({b}$&cu0;v!gyLgsvM0zt)PTIV|vp)UO!Gi3wMgYD<B!aDb+r|_P`~-I<DrvZ&)3_<=>~jeEE+)4w-7dIu2bwuu!5tybvfqZ|cB5HKs4W<Is`6Q#NeBE~f3i!a@;0++Q$0wnuJ0m<8Ow#Cu7<tgH|~aqWS>$OOGVsx?bMyINg7Hnu1}@^{8PsOYagWaFYgU4nx@dkKlZqBcaoE64@DbN|@8ZmDL!WUdCko?H^Y&gSDjrKRpa!yb3PcAy(TVstyds;yN%R=-|9rz{9RPQ<3aokUK*6RP~aph_b>6h|#Ug1SS$+BGOZ%TV3EdASQe0bCWoo0#)ICKM7sUTZ_Yl^mSE(UT)T(ujaQ5Hc0N
565,ndublin10,5xPNX1aH21xU,½Ö¾Ïµ¿,White,0.1,0.3,1,0.4,X7N$KK-y@(I@MdhR$u(S-iaW;?hPkEdm(H;%e!qqOLwn7JSPi3f^WY+AbEkmb~pz>zSWICJtFEq6?beuIN5AJW%8arx`rLUXQ4#D#wfTyyLK2p=vYBLnEjeRBaiPss@eEHMq0l=Ii#?^zzo$s{c18l{~;$p0>Oqp*#CjQDDIO#wN2_jB08MEDmR%uz6PhiYi38kT~{qVGT_%gYnbLg9mQV1u;}VNg<tl*#B2sX+nZ%T-GBr>CNdm9PaMlVRtywC1IA-MRwf2OP{bKP_!<2@b@Mqr-p38UWMsxZ3KQ`^!qpVN;$#=UWfyBdy4bxwHZrR}<<U>SdeTY1l2ac)TuTGL|H(eT!+y{|(v%xNOeBUsxOT}tLh*&a28$WLe;ydW%n<=SbI8&?j3I_Ut+}_quhybIqMrLdiV{~p8=7@LV)A1@ZOKqS#`q||X$lKHhSftqv*Lq4I|69GUNIg$a+hYmSb;CU^;-TvC_~#m?`*|CoXZBkFho8-&5&R}svK3nw$raZaJhrO?PyTH=$Gz3vORvkC3=fJQzW}Tdgxxi2tcPl&Ef?;{y!l;n<f8017t%#<I^?2a64-~12rGN|5l_wpfXTEz%X4t+2lpPd))oLpWUiIi^x>JNT-LtrpcebP)r%Wjs=fDr)eX;^3K;k(JB@|Gkf?y3b+73IKvCSjMOW?<u2krM>w)STH7?gAS$*$&}5`P8!6zv`ocHAov+P5J&<xgb&0>ejx(*l6HDB@4{NbL#OcaEo_5T>z}!GTQV<b8J=n9qwn&#eZ;GD3n>-pojqqkbU`d+3MXPc@az=!|hS*_02qLvVvK!dGdUb(4GUB8@9Rm_SoN=l@BKJGLPJs14%tC{|V#JO=GTV1Q^J>sOowW%-m2cudhn^C@rXqztO9C;y75TY8@=QLzJ-)O*lOIyQP4St(p3-JN%?o=!9sBt|OtF+dox4;&;K_VGkY<fP6_uAgy#i1`KFo-}lNKDmdAC5n`!F28c0C5aLCpuh{#&5GYA)hFFnM3U;|WqfGZTD1*y9{OUKqeXXgV*yrh<>Zqab9zE=$?IDpnaklN;<k-qFlHL(k8@dp=LUf-w+4_^W`w&KSc#2#ZTV?hIx=Q)W*-YJwj<g~+=;tJS7IdQ^fxlH-cM_+d=HK6AajDv@@)ijiQyqow4&{>Ki#f+P4o{)y>7V9{2;e)||eb!|4kz(sOC8*p4drjryub!wQuSR+oqB7FkC{$33|Dj+RDS_4GC>k}$K-?g{COWYJc8jTmfaxnEjTnHLJ<_bW+M&g^l4J;WyA=Ab_E(H6&
566,klapslie11,wU2SK0gB,½Ö¾Ïµ¿,White,0.8,0.3,0.8,0.4,HqcJL78F*$?r~SY?B4;uL%AKlFTW;0`fPANleTp~t>Ujg+6ECnmZZBs?Q3ekM2-YNe#nMDWmoS%n$c-LFbi!z;k+3>yA~q9M%GKeh#Is%Wi|OdOKAf>U`wSxLxIvhATawrPUFcxYO1Wi4Fk<SCbl&{*ybfbGdPnzkz0VjYu=bYg_h($E{u}DCKH%F5l^1KdKEywqO-p}65!lFz-;F~H8N$tqFaGI)}HacO{fq*)g)v<qvUfwq74r}2(1%6apx64vejKa0=x!5(AOD2#*NQCAS@$2Hm(i7+BT#<Xn*-XcSIP!rYIS|LJW96xO>Vz?k}xBjvGh6q8&NEAYw^BB6`cd$S**@a>>g-53L(Nizt0Rqp_4e{eF1AQmPfd$xj)-`1gjq7~^q0&VP?T@?gHd7^=EH2)_M4LQzsbhN^ErzM@w@I%`}%W@;$Eg`U|wviLqfvlov)+DBl&DjuLco`h+?-ULLy-S_@Kh0dZr`^d*X22}mN=9f%AIGBGw$eC2X3Zkz*?|*^6!wN;elj`(75P5;WX<HIK;xEKMxj#z3tq-R^+Q-m4YRVZtnu!5G-rZ6^s<t@42)@-kPSz>E;v=I!{o7AKk}QZmc|k?L#oGeEGhe7bVrW>uBz%Iu(3+mV9_tprG)jy=nbjD+2I$y7LNOIUjjZ)Qju!tvi@_PcK71y>m8Zl$FgUnBh+iweLs7y%Z?Kv_&AjTq@hw8XQiIJujrw~(KDNKU@b0F+(#1BtVZO6It=ro_ZoSsNw6ZBbdD0X=1tzP%#in>YPKTPmMj0MJ09#~0{5P7uL$7T=OWBUUReN$j2eYt0Sg6y!Q}|yz{%F2F8~zVJpj@#(mS8x)&hhp?f-8c*ay5%Td%<x(>GG>SLv05@<JaCl+aT+{Hg`8Z;9I!8R?^8of!sj9u3xr43_(M`#mAMu`_f}Svpah~0Al+;hQfzGs(VyF;Dty&rh1S+GC_$w5L8e=|1XZeED|BVnkYWM<(m(`7Q6nwVP^)vrdX!GW+%ZugX=NBm{wvxZ6Q!TH#QzWjOf5WfnFuQfI5%AW9M?e8e-DE;a?Iz3c%$($#Sqh)l1U9G95|3v4Imng6Ds~%3#AkwNgt!VV_Grf?8ibe)BRtBgX7LaJ8gAeUx%Pi^hY$xKB~PCG_~chO|k&4*6fdpsdlpVD|^VOUBkdCT`_Fl2=2&vf39w1&l$z1N_rI1}|ejTQMa+I}oA2uxDMr-N^~RjgF5!3KA_q08>N1V`3^mRdT4lYDo@1j&~TprY`qC?uI2lPMkZx8nT(c9`qPL-#)oMkq836
567,rshermar12,5cOb2YU,¿À·æµ¿,White,0.5,0.5,0.6,0.9,4v$g4aKvf96C_f<gMswE*r6xCddVn2M!#D>>WpDOOQ)$nJ;(h%Cg#OIpwNTA!u$w8K4OJGb?@OnvwUwqqAYMfD;9A+g@`G?`8Z6!x178`M&BGh&9w48CfJQXSn>luhx`OT^{A#lF4>~Lc97XVBmyo!rhz6vO5G_wGNFOLTjh;EMrrgvISG@$_Do<s)ZnJSFo<5ipH8PegY?orQyTC;pglvs1ExMcJ9FE<sGtNtYG!9Zh^HPsW_}JotJZft67Uv4cB9okB3}kT+JqTE(~87B%_BxVASW8X`_@A~T5Iw@l0-Ydy`dGqKFL=<ni%swL6@dKpfy;(sFF~>*3bYyS}Xv+h}1*BqQcKV_Ddu`ixpo#2Vx*T2uEbUNbC>4dXf~sH2Q%(ARnMTs2zwu`Ul3pklltpYRv#ZTKH5yO9z2J>tawpapgBZZRjPxMsCwRW)C($9$#KREEP$=LqOF$B6V871Bq0>Go=4NPsfHncqzs|#1sy{rwJ%O9u;*z6(?}NWE{Ib<P?*?MjC9tUF+XI$gX_9fWRz0a?rRxz}8#8y(qpvmg2=c6CC$FdYk`0_`@ncK~y}y7Mij>hB76;mHwqapfyuKy3oTt6+ltHqSp1k0+h8sF_b*NL)D1C`i7LhkEja2Dc+So?D#RhAZye=-$@ieZ4>lAqM`smvWE`8sH!f%_0<<X0*$yoh9x?`SPHX0&NGrfn_9lU$NVe5Sgg)J7WPL!rlY;Ss5G#@*bNN5TTGokq$;~V02|f554SHr@w_KL(m1ET^O~x>Jsh9E*b*E-!j@)0{ur6Qn$dJW$h?TZ*tKv!H(j(pj@Y}tT@8Lc?r}ao49OQi5O%6R3VS-g#?19U(w2a~+K-Dr-F<yOQaP?ZBS;27Ql#cT?t=xtelpBH;9CQ|)&#9TBs)I8qjju5bDTZD-q4f3)m3OeTAgY?xPt0GEy9yO{&`M6bM|LGJRp)kE*)V$B?eGH+kuY1Il3CZg6%QCUb+syO6mT-%heXY*uAm8AmcnfxSUVF_$F9Ci!snX!oe9od!@ubh{-j-!aR|`&SGi5W{&p0%YhI-ARstCI+hDQx{Kbws<bV?3_KG+Cv1Sf&g#KGs?bY7-0+b;1S-ouBF6tcbV><7dxoSxdKiO0f6s!y06jy$4Wu%@hE0V#pb=ibt1SY*W>opU8l`<c_Alx`f}wW5h{qW~Mi)E3+0&msQsz=W)Gi@EzG<JoLq1c#6Z7r9ml?u6%pom6xjIF^s@5hzvy;%iYM2f`rkE1HSgrIwVz3cE$9qA)rbw5+SX?wexG_^c$R!=W
568,goflaverty13,9xeK1CkzL7,½Ö¾Ïµ¿,White,0.5,0.3,0.7,0.1,MIKYXeg|g1eQH_1kNpC_jvXJroQ)?yQnzhCKnZa_P8+g6^(GBJB;33|<wAhJZc7G0GO&?9?RW1#ef@Gj_!DG5dC{ak*&`pnZeKpXg`&1U|En85qk$kjDmb7&u*&>Ch|}sm{<_IO8q=}A2m;zZma;KF&50*KRe7L3?yG^nie;2P=7!}z&&`^@vp{h@plqeT%x^ir6Xl6K#ogCGnmFS>_*`4Rm^`gL2p0LiD#Qjqj%Q>*C<ih=K}04$cq-35@Ol(L0C5mLq2vZY7AF}%UO){#S{GA2PpJvNz<T07jwtm%-GvFixm_E-;^T2YmT<a04^pT<4Utg4bErhW8yhD-S4{xF)xtl&gNxEXufG;QJZ_IaoyqDx)^Lcw*gP1&!buvx&bkmi&NbXU+R}zU(|)tRvc9T5rV9E$<tJ1>qt9_a;B9d~h&@(6dhRB_hGif;$<9MRg{F%?r3q}mk}?rJ=)Y;d#`PS(x+?uYcAot{CZ)$eOSl2QxNAQ@7BgNy!uw9YX!M*u|JZ@Q&frDA7}oASgHnONBHE2T%Fwz$W~f=e>W8F1iZZ`ETdpfU<?8-FTFFyC(n&YJ!=ej42Pq)G7rvoCCQ460wE=lPmXt`pWLE;e<FlqeKF?RbQs9Qa(+!}%^}`syj)#mtJ_9<w8YkC3-SrhfrWgD_vmgLK!0`>guqY|N0*eSgLcg&;u$nHvZK}9G3MQ;S%l7HM2H-lsMm5VnZF_$|dRn`_TQRJ^Gv}$iU<SxON;A(tAcD-kfOAPd5@`lM)&aM_I(o%CN_?KbHjf!VOSoo0uLhjHmMwBWExv@m&{1JO8FaKiMX}+&WqejW(6+}uG-nP!CPu73OG!Mx5FYkF?A3<9*`SX<eKB-DI-==5j@}AD2DjcnRSy!s;8##S-6KxDyz{<4ylX(e+R?W^`r}r=ekPm0i<@UZR_J~|YTf)l0TYxzGZR`r5SxKM*Qkm=J@|M%di+m79!Z72z!w<5QY%5fenK3-U`htRj(Y^Z>RFq=2=oL$0GV6AC?!%qc56aDq9YnVbx*)QAdxG-*d>g=E?Q>4Ya7_U)bbiXql4@{uypV~?`X=u;^IxeF2N2!YW#q|BZ0v`kRnS!jeuG{H!cxA&GaWbf*rO#ieRTdt~`Q2x-pHvZoEdn`_qxVs@xR4BDY|_>pj}OJ)#i5<l+oJw!`Q@x>QZSegzmnwh1-AyC`%%8zWsma-0=E*e8^~LjX{}UBv;v_#6p6KYJ`dXB$Sp^SvrS9!#{pT80=u95)xgwL0}bH(DM)zfeBEpO2rv_J9^YDk0oHUU=fZ
569,sfrancescoccio14,2jMPSQ2U,¿À·æµ¿,Red,0.3,0.7,1,0.8,qC%>_X}>wY=6E>2C9=!D&Pzc+&}QC02U~%@ll&t<Xt<R>B`+>OscoG<((N_BZqTPc8!u)*N#Kw_ZE=o2#E>IA<lDnPmghl0T71~Qh+^(PGfcX_6q>C+yTrCXA~r`pqVH-yG!@4`v5myPC`rXVh75{7lv18Q%n>a>r6lgZbFQvFA|S#)aM9VmQy1;NVd|_ux>*6gI<cj{f(^_+$j1LaYV{qz@v4Bl`tqi~n%lWO&SJkmy@**q+Ch*%e)+n;r=vnY#u7+Cbg2hGUsaDj`42Tfp8B4@GJDrO0CHWvwRojJyc8@yeiqh0zMQ>2w<{k%lKHzoB0g|F_D!L`(7>lZqDl%t#rn}dnEB*CtB9pOAhFIr?Pk(G0O-5EBF@*pa@~GDwWyQ7lTMAlHSMuJBrT9YNK%SEO4rpt7EPTzbD$eOe}*+blVejqUD&2QFtRg1Mn$_nU5>gx2Da+Hh0T3CW<Y{JjXvzY`kGij0ge~HKDh2bqCr4F0+uB|YJjglMsLHu#*8pOy|x@c5-%ISa_*@=6sm|oE21dB&bH}4#?^~HD%Gw(5`Ry>_RqLHD@4mb%}umFi#wdZ9Rwb}J{mT^0eG=Jy&vsA0x^s~J%JfOyw<tDD4()FrBnRAc>*cFQa=^HHy4UO!$Ooml5XC=1}sHCYLw+aUdfR^5`^wQYc&$T#W=P<OX&VSkOhc7I_}xNif!&c)SCuCrQch>t#PiuhF`tB1swxGfF#_$8;9pVo%XgrD|qNVp4r$x1$E)R9<Px<$oMBePP#5Yd#v0(Fh*a$kkYF^ZVJ*rqR%_O>~e`ee+MN%U{_i{w@EBN-kX3xCIpN>VsbsaV8X4wug|bQZPFIMwhYuidsiGl1tjJ_%1PxtKK+)yQ?qwJe%}i}sKP!#i)b#sjys4yIpoSe>%HT@7XOAnelCN&^)~9hhSCJS_l5#MSc?ciCF{07H`S3pbgPZOY4{I7miZ9B^26vqK4f*jP#w&_-F|(%n^^<Bj`kctOJXO#Hk-@82B%&>8$W};92Jc}a3_>LmPxie=wVyFie=Tkh41OVprQys4p5!Hh13c?GK8+Zitn{Ql7%BY8j)JRkOK@r=+}t9E-p2^%A?Xhnn~b49bVWymU);y?hfWYK=+Y8`1c~dNN>wO3wbraUZ}u7Yw2FUMk*sevgzzUkeNZho2y4Yn&lEdWn-znyz#X^mVT+f$gxU5b1MBl7DNL;Vypze4t+trGeKp)aFAKQSYQ!AE(8p}BmXQu#^519j{j#r<5?O&9t~$dXM_?!DCsaj%LjKr><bt_exgJ_V+L}*
570,nproudley15,XOreRrQIRk2,½Ö¾Ïµ¿,Red,0.5,0.7,0.5,0,;vB8NRkS<5a8EhE0*K1KtR+D}wsF}%0$z~50RAID#?F;L#Ud_1aYLOyNA^d*tR|m7kO^Nues+vMDnF1v&^LKIA<e))PW(YY^M2UB<BjP*Zr8lO1t+aP24c5A^Cd+-B1&sNx=_eJ4lKdH>R!}6Vv>|UV349eI2A2GMilM8vry7L3;W7HtK!(cs-E?}I}NQr#c1)q@{FXvmPE-v2ub)q4(}+xI0b6F%M-1?I!WU_XRWzEv(HjL^T&=qECaj0vq?QahDb<2VzmcA?h~3m{kt?k<58l&vYydBOSxaZ&@7`r+Z8N7QYO|vOp?4lh!q<@8P>i(h{th0(7&C(M)asZ(gF%V`=QZ4)okWJmx`o5JFd?^P9&{9FkrmCb>-f_BSU{aDi@c(@zIpO_O!S@rXG+$K7@ciMy%C8JbeQ^#gfiFrmQtTb5cz|wg#v@CZ;n$N7%YQ^A5E?ODpQW-SY=KD|3QBzya&NLuOq+?Ry@-A|UHO2pB*>HFz99KB}-kR*u5H-0m+w_Ujx#hJY8p-khmF`l*OOAtxul_C@JGl8uW#Qa`Uh7;#L$Kc}`ldV9k^(oC{Ha%Y^s{_`5Xd095U1lzhj(0A=WJcx@w)u$Oi;#I}J(&w^2Xd(Q*PL3_VEK(J}8p?@3??;qCGZo;!vZF>nqV3~9MiP)eI&0}a^dJ+z^g6abSa<6_&>Vn1mVVv74Xo)uTFVANt|DB&p~AGk4!g>{?neVa*mK;zjg;p<vO~8&PN1<peeuyho$unlLSK<ThT$kb*Rn1^KG5AheU)Fo6MLyY5Yy2=t^+&2d2ES476Bzd+PYak1$8Vxt*3xMR=JBmHa|+eW(20b)O4&rvh)_eg}v851XmnDJ4WU|xNr(Scm|%nJCA=qqVonnu);n-6izq3ohgVv!r#e1B{t^2Ebf3mLO_bV6?^NxWAq}vqILp6rj`ako*=wGr>>1ZGfbAh1M&|*@v#@bJDTl3PS0?^?%Kw`P4=(6-N^sEz|tH*CR8WC=2_Ffj`U|gb1Z|uPA`r>R@qrT?!3M{1iK%;N^ID@UOwu-My3crk=&fW0I-QX0k5vT!z{Kx>+~EvQbbz6IPVKU*xZP}%Q3P%)A7+iTO8m&ns)d-VBnWN$W75cZv2owdwChY^<2w83Dh;ekhj1;H9%m$CNLvEQy}d>b)7)JwIwz_=#mmYGV7+ke%`V_1L~;1bEir`Be)7b6<Py8FsTH;VXi{GR^?j1<JDQeRb&xBd1nm2V)iLMGp->(%KU6UGE^EsYD#ZEQ*RPLaMLhAD)V+g#%KdS>xf4`@NjOv
